cityName,stateName,slope,inter,homePriceMean,amplitude,shift,fitError,marketRank,rankedGrowth
Waterloo,Iowa,641.179,151870.031,187134.8624,22.26197338,-2.10118109,0.785400751,1,0.567921459
Palm Beach Gardens,Florida,401.346,63234.2,85308.25688,28.11761185,-1.468325541,0.82164816,1,0.355490441
Alameda,California,4425.847,344304.995,587726.6055,12.15740067,-2.362794881,0.76153479,3,1.629832075
Brentwood,California,443.266,94680.02,119059.633,34.34800939,-1.592594262,0.675010238,1,0.392620896
Jupiter,Florida,511.851,104682.161,132833.945,35.08094831,-1.676521128,0.808056874,1,0.453369756
Venice,Florida,745.707,162019.164,203033.0275,41.09236147,-0.882800644,0.796818295,1,0.660506672
Cocoa,Florida,1513.386,128982.11,212218.3486,12.57692211,-1.582337788,0.937626716,1,1.340474945
Palo Alto,California,1424.323,85447.554,163785.3211,11.50914979,-1.598129546,0.823818166,1,1.261587787
Salisbury,Maryland,-90.093,170051.427,165096.3303,10.55015636,-1.539665839,0.929341039,1,-0.079799476
Mount Vernon,New York,320.215,137104.689,154716.5138,1.762990973,-0.888247606,0.983946612,1,0.283629018
Milton,Florida,1392.596,116194.393,192787.156,12.07001523,-2.228826421,0.953269128,1,1.233485738
Grants Pass,Oregon,2398.99,219967.482,351911.9266,15.93751908,-1.916502136,0.878516624,2,1.247818497
Arcadia,California,2955.877,245630.428,408203.6697,9.136818346,-1.97718885,0.904224771,2,1.537479521
Kenner,Louisiana,3039.969,257125.535,424323.8532,10.63229767,-2.315118411,0.879358977,2,1.581219408
Maple Grove,Minnesota,1461.057,378117.074,458475.2294,42.4237639,-1.913860876,0.661897206,3,0.538038835
Stockbridge,Georgia,1214.784,173807.085,240620.1835,13.59339415,-1.973468456,0.920244942,1,1.075989546
Manhattan,Kansas,1680.553,84097.095,176527.5229,22.57406247,-1.635302255,0.786144184,1,1.488542375
Daytona Beach,Florida,4646.503,424461.621,680019.2661,14.74043546,-1.312145592,0.918842253,4,1.409564633
Punta Gorda,Florida,846.902,478895.617,525475.2294,35.29437732,-0.808308343,0.77271261,4,0.256916461
Corvallis,Oregon,11208.05,900797.604,1.52E+06,21.58120029,-2.200231675,0.612261813,6,2.055302325
The Villages,Florida,627.476,104642.049,139153.211,36.20370079,-0.892456826,0.933992019,1,0.555784087
North Port,Florida,2122.484,190621.203,307357.7982,20.7439281,-1.464299802,0.884993829,1,1.8799808
Eagan,Minnesota,930.461,197422.834,248598.1651,26.4474494,-2.411362549,0.701272191,1,0.824151709
Goldsboro,North Carolina,1352.672,108067.278,182464.2202,6.711275328,-2.213982076,0.973896653,1,1.198123231
Orland Park,Illinois,661.751,123831.244,160227.5229,27.94214337,-2.421241201,0.825203525,1,0.586143017
San Luis Obispo,California,410.725,86553.262,109143.1193,12.82160759,-1.864368694,0.751152094,1,0.363797849
North Richland Hills,Texas,139.89,128879.46,136573.3945,21.10161312,-2.136786649,0.818396348,1,0.123906948
Hickory,North Carolina,127.731,119599.592,126624.7706,18.46911515,-1.73821781,0.839166206,1,0.113137167
Old Bridge Township,New Jersey,2021.228,163539.806,274707.3394,8.77947607,-2.792605631,0.881817794,1,1.790293747
Brunswick,Georgia,1899.676,149183.894,253666.055,9.781616275,-2.547756958,0.935074779,1,1.682629601
Madison,Alabama,611.643,253703.67,287344.0367,29.69421812,-1.64827541,0.845375885,2,0.318141988
Ewa Beach,Hawaii,1256.484,191791.539,260898.1651,12.08993759,-2.341483722,0.91797004,1,1.112925137
Westerville,Ohio,192.591,150222.171,160814.6789,32.127,-2.300784424,0.677655199,1,0.170586625
Lorain,Ohio,1346.709,119997.044,194066.055,8.759892654,-1.843014265,0.949914308,1,1.192841531
East Orange,New Jersey,2965.932,268336.137,431462.3853,3.952540042,1.701157283,0.993566558,2,1.542709561
Fayetteville,Georgia,165.838,127515.596,136636.6972,20.82935,-1.93280433,0.872257991,1,0.146890274
Pico Rivera,California,665.643,130769.47,167379.8165,3.887373394,-2.11818317,0.934642239,1,0.589590338
Midland,Michigan,1056.481,500027.472,558133.945,59.17180099,-1.919660284,0.696308382,5,0.23916854
Hendersonville,Tennessee,998.782,58644.037,113577.0642,26.98352087,-1.842225712,0.865392478,1,0.884666732
Charleston,West Virginia,858.95,227995.362,275237.6147,14.76100793,-2.237205297,0.790855774,2,0.446777059
Lakeville,Minnesota,638.718,156070.489,191200,29.47509834,-2.155913625,0.787428137,1,0.565741639
Wesley Chapel,Florida,1333.464,215446.636,288787.156,23.21745708,-2.171286575,0.948777686,2,0.693592322
Massillon,Ohio,482.299,110577.217,137103.6697,16.88651871,-1.904032599,0.796268977,1,0.427194203
Fountainbleau,Florida,565.013,238385.729,269461.4679,4.767759933,-0.810346645,0.962406628,2,0.293887708
Valrico,Florida,825.453,229190.928,274590.8257,22.59839474,-1.965629919,0.828855516,2,0.42935382
Laguna Niguel,California,3117.018,479377.778,650813.7615,19.32298132,-1.859205122,0.760141643,4,0.945579576
Rosemead,California,471.666,191837.258,217778.8991,2.533454179,-0.826155574,0.96300789,1,0.41777607
South San Francisco,California,2525.848,247940.724,386862.3853,6.40136249,-2.333490165,0.846214025,2,1.313802831
La Crosse,Wisconsin,648.497,100053.772,135721.1009,21.38522643,-1.654659393,0.723245907,1,0.574403345
Medina,Ohio,414.729,92212.844,115022.9358,28.46813002,-2.151060855,0.603302761,1,0.367344374
Powder Springs,Georgia,1757.129,174950.561,271592.6606,21.44201419,-1.812958757,0.859854542,1,1.556369227
Fairbanks,Alaska,1222.575,87205.148,154446.789,22.20704702,-2.299838113,0.604451437,1,1.08289039
Reston,Virginia,2063.255,95655.81,209134.8624,34.03138932,-1.743691902,0.674967717,1,1.827518976
Shawnee,Kansas,471.261,162174.21,188093.578,32.5976466,-1.727316402,0.710357532,1,0.417417343
Snohomish,Washington,315.429,108778.95,126127.5229,23.84894308,-2.084802259,0.731036584,1,0.279389839
Carson City,Nevada,567.1,356985.627,388176.1468,15.41912321,-1.924805117,0.828523067,3,0.208836358
Huntsville,Texas,382.231,131991.998,153014.6789,7.887920843,-1.201616833,0.89335588,1,0.338559415
Montebello,California,1013.761,44373.445,100130.2752,1.81750824,-3.734640712,0.970233592,1,0.897934315
North Bergen Township,New Jersey,1138.031,85248.675,147840.367,3.422270001,-2.780759542,0.98137109,1,1.008005917
Saint Cloud,Minnesota,701.718,271139.45,309733.945,24.34342874,-2.288533146,0.798125998,2,0.364993893
Woodland,California,1205.908,90478.746,156803.6697,11.51130562,-1.750476289,0.777621734,1,1.068127669
Florence,Alabama,1410.951,179153.67,256755.9633,13.30217069,-1.870324236,0.907629877,1,1.249743598
Eden Prairie,Minnesota,1422.679,112007.696,190255.0459,33.79465242,-2.172104105,0.624264575,1,1.260131622
Wellington,Florida,836.909,183270.948,229300.9174,20.15424679,-1.91249862,0.84039736,1,0.741288439
San Clemente,California,315.817,380147.503,397517.4312,17.71127985,-1.347880106,0.778766675,3,0.116300603
Novato,California,1352.509,124132.161,198520.1835,14.74381098,-2.059825307,0.756083526,1,1.197978855
Florence-Graham,California,2454.679,253469.725,388477.0642,1.302926868,-1.491149234,0.981620273,2,1.276784755
Waltham,Massachusetts,384.617,73425.892,94579.81651,17.3064033,-1.96963331,0.689300309,1,0.340672804
Easley,South Carolina,1358.73,227170.744,301900.9174,13.2704255,-1.949426132,0.91053922,2,0.706734262
Broomfield,Colorado,2205.424,189931.957,311230.2752,32.4793379,-2.099697721,0.719257763,1,1.953444538
North Miami,Florida,1102.373,382189.653,442820.1835,6.44204297,-0.821309608,0.95847082,3,0.405952324
Coon Rapids,Minnesota,1249.286,741075.484,809786.2385,27.18778207,-2.472688382,0.699681436,6,0.229090736
Deland,Florida,702.818,126284.455,164939.4495,11.82719033,-0.995953482,0.960361704,1,0.62251793
Lima,Ohio,472.657,81296.534,107292.6606,15.03391338,-2.129726656,0.875155118,1,0.418653844
Valley Stream,New York,577.056,81399.541,113137.6147,8.817484144,-3.220975374,0.934186313,1,0.511124796
Blaine,Minnesota,1171.336,116820.54,181244.0367,32.43380223,-2.247507006,0.675375611,1,1.037505673
Pasadena,Maryland,1326.22,157200.102,230142.2018,18.09443079,-2.263939556,0.864876902,1,1.17469349
Port Orange,Florida,1382.838,155305.403,231361.4679,15.1950788,-1.971563929,0.899054495,1,1.224842632
Harlingen,Texas,1142.208,186384.964,249206.422,9.049211473,-1.0722606,0.857239226,1,1.011705676
Hamden,Connecticut,2612.387,347925.127,491606.422,11.61907436,-2.006633761,0.873678799,3,0.962019728
La Habra,California,5599.748,712229.46,1.02E+06,7.146300516,-2.158843454,0.869783361,6,1.026866858
Burnsville,Minnesota,1761.88,124825.943,221729.3578,23.09386147,-2.316905154,0.731671336,1,1.560577405
Land O Lakes,Florida,1048.212,45026.3,102677.9817,25.07943014,-1.599286673,0.912616768,1,0.928449135
Prescott,Arizona,1182.117,207202.854,272219.2661,25.7776718,-1.932019696,0.785218748,2,0.614870199
New Castle,Delaware,1502.65,130377.166,213022.9358,8.115188123,-2.467175726,0.938157275,1,1.330965581
Monterey Park,California,1090.449,104627.115,164601.8349,4.814421001,-1.691133549,0.918322052,1,0.965860371
Albany,Oregon,4642.985,379423.904,634788.0734,16.83993619,-2.207223673,0.884596173,3,1.709793827
Vineland,New Jersey,416.383,133553.976,156455.0459,6.769827597,-2.260464783,0.967614285,1,0.368809398
West Des Moines,Iowa,1441.8,119884.506,199183.4862,33.81065282,-2.008688661,0.729991053,1,1.277067963
Utica,New York,1255.925,152953.466,222029.3578,10.9971882,-2.809256773,0.796292269,1,1.112430005
Gilroy,California,2377.934,230374.159,361160.5505,10.12014624,-1.229614333,0.843439156,2,1.23686636
Lancaster,Ohio,2665.615,347544.393,494153.211,16.86039694,-2.423414866,0.874925699,3,0.981621106
Biloxi,Mississippi,1445.818,76471.764,155991.7431,7.730813873,-2.772642787,0.948614945,1,1.280626888
West Chester,Ohio,1163.582,186915.851,250912.844,23.55303574,-2.107926964,0.734752162,1,1.030637602
Taylorsville,Utah,755.394,103286.34,144833.0275,15.23449044,-1.981525073,0.846598179,1,0.669086889
Stuart,Florida,838.921,176071.254,222211.9266,25.1725854,-1.245852396,0.862994656,1,0.743070559
Bristol,Connecticut,2950.614,446774.006,609057.7982,12.98918058,-2.392897122,0.851106506,4,0.895099205
Richmond,Kentucky,2177.76,166746.126,286522.9358,16.51753299,-2.225912646,0.878362966,1,1.928941272
Lebanon,Tennessee,1066.195,124353.772,182994.4954,19.09955178,-2.09381982,0.846839685,1,0.944377498
Azusa,California,3561.707,212860.245,408754.1284,7.473095232,-1.348184319,0.828896757,2,1.852597916
Gardena,California,484.082,106905.759,133530.2752,5.372017304,-1.328580644,0.881164639,1,0.428773487
Edmonds,Washington,1211.656,89911.213,156552.2936,23.01701859,-2.036292092,0.698932793,1,1.073218934
Annandale,Virginia,2029.726,177326.555,288961.4679,16.30465635,-1.925525415,0.669346336,1,1.797820813
Skokie,Illinois,423.188,175568.705,198844.0367,19.98407632,-2.365100134,0.830896609,1,0.374836896
Kendale Lakes,Florida,454.835,102685.015,127700.9174,9.371010102,-2.10422316,0.894186672,1,0.402868086
Sammamish,Washington,1186.29,99879.766,165125.6881,35.04124993,-1.95388271,0.626269625,1,1.050751112
Fairfield,Connecticut,1394.648,85395.26,162100.9174,24.46885844,-1.888421728,0.64807721,1,1.235303288
Meriden,Connecticut,1464.092,380085.933,460611.0092,8.608077771,-2.282476178,0.924348922,3,0.539156483
Cupertino,California,895.849,111623.7,160895.4128,10.88515788,-1.53450413,0.697219943,1,0.793494283
Martinsburg,West Virginia,1440.86,123608.665,202855.9633,17.27552412,-1.589545464,0.842097479,1,1.276235362
Carmichael,California,1336.464,75627.523,149133.0275,12.16200073,-2.331692277,0.799163064,1,1.183767067
Rapid City,South Dakota,47.046,152939.093,155526.6055,26.80454689,-2.082974908,0.888962531,1,0.041670786
Huntersville,North Carolina,764.162,161883.028,203911.9266,34.50189353,-1.747910148,0.815050381,1,0.676853106
Royal Oak,Michigan,476.228,46353.313,72545.87156,36.03965232,-2.585934929,0.759355369,1,0.421816841
Saint Peters,Missouri,1574.783,208782.365,295395.4128,21.75356244,-2.040419964,0.852155756,2,0.819112775
Petersburg,Virginia,604.955,76453.16,109725.6881,7.334880098,-1.610430275,0.9364058,1,0.535836211
Oshkosh,Wisconsin,1581.327,251923.344,338896.3303,21.71830551,-1.833746318,0.818099341,2,0.822516592
Alexandria,Louisiana,1088.27,80918.552,140773.3945,9.635715553,-1.459128723,0.839664526,1,0.963930331
Statesboro,Georgia,584.065,162227.778,194351.3761,14.08869475,-1.785873673,0.928577736,1,0.517332986
Danville,Virginia,1337.699,129363.252,202936.6972,9.89458771,-1.460030103,0.927243616,1,1.184860963
Lompoc,California,350.676,154107.339,173394.4954,7.911547799,-1.639019928,0.838234994,1,0.310609713
Wilson,North Carolina,809.103,146610.347,191111.0092,7.47383232,-1.108718912,0.952580436,1,0.716659398
Tamiami,Florida,444.141,191828.186,216255.9633,3.912878604,-2.238567543,0.963905279,1,0.393395923
Wheaton,Illinois,2882.973,398621.814,557185.3211,31.65954481,-2.400092978,0.690085908,3,1.061663873
Olympia,Washington,707.818,60068.196,98998.16514,20.2991678,-2.308121101,0.791273231,1,0.626946658
Manchester,Connecticut,532.949,137149.286,166461.4679,14.3941371,-2.413391249,0.78014914,1,0.472057216
Howell,Michigan,1215.527,364722.171,431576.1468,23.44921182,-2.627764985,0.738961985,3,0.44762164
Pleasure Ridge Park,Kentucky,3607.03,233692.253,432078.8991,0.102537026,-2.937758099,0.991227733,2,1.87617237
Medford,Massachusetts,1262.188,100766.82,170187.156,15.10788812,-2.296132791,0.661198465,1,1.117977429
Greensburg,Pennsylvania,3044.282,420463.558,587899.0826,14.87520907,-2.498294922,0.784600242,4,0.923514359
Bartlett,Tennessee,222.318,137520.234,149747.7064,19.72227593,-2.014377418,0.833651993,1,0.196917184
White Plains,New York,415.057,101279.205,124107.3394,8.711841764,-2.9440776,0.849827193,1,0.367634899
Winter Haven,Florida,1804.883,157767.227,257035.7798,18.7941096,-1.258737377,0.941026631,1,1.598667121
Union,New Jersey,388.009,88978.797,110319.2661,8.23664577,-2.426537294,0.965553871,1,0.343677253
Grand Forks,North Dakota,860.455,125172.222,172497.2477,22.09441942,-2.13869687,0.65056744,1,0.762144204
Bayonne,New Jersey,530.995,113416.361,142621.1009,4.957520598,-2.639580024,0.974439582,1,0.470326469
Newark,Ohio,1088.124,154210.958,214057.7982,15.502306,-2.011093782,0.897712794,1,0.963801012
Gretna,Louisiana,220.89,124630.887,136779.8165,6.870702027,-2.180388068,0.919457147,1,0.195652339
Mishawaka,Indiana,2311.981,140903.415,268062.3853,21.60287109,-2.502828418,0.796913495,1,2.047826928
Chillicothe,Ohio,2932.294,711951.376,873227.5229,13.14715508,-2.144475316,0.823440494,6,0.537716255
Columbia,Tennessee,1160.393,242593.986,306415.5963,14.94959945,-1.87428067,0.906418804,2,0.603570606
Piscataway,New Jersey,380.904,402978.695,423928.4404,9.027711505,-2.592883423,0.934948094,4,0.115551159
Downers Grove,Illinois,166.008,148328.287,157458.7156,30.10416725,-2.502214359,0.755530197,1,0.147040851
Fountain Valley,California,1446.078,211800.561,291334.8624,9.535357752,-2.100166333,0.752215168,2,0.752167736
Loveland,Ohio,2418.137,321834.557,454832.1101,22.46130945,-1.983830814,0.723786068,3,0.890486554
Altamonte Springs,Florida,1637.967,132879.715,222967.8899,13.0656523,-2.345432576,0.890665372,1,1.450822014
Rocklin,California,1186.82,104068.909,169344.0367,21.39140117,-1.932672993,0.718737977,1,1.051220557
Goshen,Indiana,1800.135,192133.843,291141.2844,17.92335733,-2.221054231,0.738600136,1,1.594461601
Kettering,Ohio,1118.059,124480.173,185973.3945,20.75168527,-1.723934616,0.879212153,1,0.990315806
Midwest City,Oklahoma,1466.285,130546.075,211191.7431,13.31760612,-1.998632106,0.892182929,1,1.298755443
Lehi,Utah,2641.873,323240.112,468543.1193,21.42494669,-1.448611104,0.795986699,3,0.97287804
Roswell,New Mexico,2682.89,389479.562,537038.5321,6.381717514,-2.468647646,0.965075227,3,0.987982679
Abington Township,Pennsylvania,1585.588,158064.22,245271.5596,0.161129538,-0.016031229,1.403571314,1,1.404427547
Berwyn,Illinois,2257.661,481412.13,605583.4862,7.532314365,-2.856655814,0.906583007,4,0.684884762
Colton,California,2305.517,357230.53,484033.945,5.120733997,-0.782118242,0.912826229,3,0.849013885
Crown Point,Indiana,2145.288,153001.835,270992.6606,27.19962655,-2.538660132,0.75763297,1,1.900179342
Taunton,Massachusetts,1243.152,83385.372,151758.7156,10.81687337,-1.695284992,0.889687585,1,1.101116377
Moore,Oklahoma,887.916,156243.527,205078.8991,20.33934466,-1.824646974,0.839895784,1,0.786467663
Paducah,Kentucky,2628.226,483603.517,628155.9633,13.91941336,-1.917584324,0.769361119,4,0.797299478
Glenview,Illinois,4793.542,409471.713,673116.5138,27.23465831,-2.335243979,0.677993478,4,1.454170431
Chicopee,Massachusetts,485.983,108056.269,134785.3211,10.19032319,-1.793972495,0.815670185,1,0.430457289
New Brunswick,New Jersey,803.607,122362.181,166560.5505,1.846753275,-1.936800184,0.984142905,1,0.71179134
Titusville,Florida,1971.91,142635.78,251090.8257,14.78451277,-0.962373948,0.948037341,1,1.746610547
Maricopa,Arizona,1199.276,129330.632,195290.8257,38.14218822,-0.912223035,0.724373542,1,1.062253404
Farmington,New Mexico,358.486,109795.209,129511.9266,8.678787451,-2.3293818,0.899334364,1,0.317527386
Jackson Township,New Jersey,704.991,62480.53,101255.0459,16.15690222,-2.793735616,0.943905882,1,0.624442655
Loganville,Georgia,620.274,99101.427,133216.5138,21.23214597,-2.034082148,0.828760795,1,0.549404948
Mount Prospect,Illinois,1313.066,103304.281,175522.9358,19.99475461,-2.170026896,0.776316965,1,1.163042392
Port Orchard,Washington,623.374,110888.736,145174.3119,16.59582259,-2.315227691,0.888951352,1,0.552150759
Blacksburg,Virginia,1651.027,277453.16,368259.633,9.253429936,-2.071052486,0.922860539,2,0.858770578
El Centro,California,1286.387,160576.249,231327.5229,3.160368854,-0.66300963,0.975320656,1,1.139411586
Helena,Montana,2355.337,190601.427,320144.9541,23.27300946,-2.033259394,0.691232299,1,2.086229313
Wayne,New Jersey,419.96,271520.54,294618.3486,12.58402578,-3.126532781,0.897613663,2,0.218439367
Buford,Georgia,1247.414,90240.877,158848.6239,19.03311691,-2.039728239,0.860403444,1,1.104891424
Santee,California,436.772,129466.514,153488.9908,11.95664231,-1.672925523,0.816354018,1,0.386868864
Zanesville,Ohio,1332.37,119297.604,192577.9817,9.063287245,-2.156968882,0.939286954,1,1.180140825
Weymouth,Massachusetts,529.716,110339.908,139474.3119,20.587466,-2.304993244,0.75345794,1,0.4691936
Oregon City,Oregon,1097.756,175859.225,236235.7798,18.05226918,-1.987304671,0.830383852,1,0.972332514
Asheboro,North Carolina,650.686,179674.669,215462.3853,8.063147449,-1.525134081,0.927643595,1,0.576342242
Aloha,Oregon,816.377,232812.13,277712.844,0.127324292,0.016521446,1.137944728,2,0.424633
Chantilly,Virginia,975.185,238773.089,292408.2569,25.01120215,-1.728578594,0.687290785,2,0.507235912
McLean,Virginia,776.797,18248.624,60972.47706,19.75273601,-2.058398901,0.745605262,1,0.688044501
Jeffersontown,Kentucky,1693.787,126938.022,220096.3303,0.059907868,1.440290395,0.975525542,1,1.500264332
